,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
3060,Feature,nn00590668,0.9,"27 km ENE of Bridgeport, California",1487334191316,1530555965721,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590668&format=geojson,,,,,reviewed,0,12,nn,00590668,",nn00590668,",",nn,",",origin,phase-data,",5.0,0.035,0.0555,270.19,ml,earthquake,"M 0.9 - 27 km ENE of Bridgeport, California",Point,"[-118.9365, 38.3424, 10.5]"
3061,Feature,us20008mrh,4.6,"272 km WSW of Merizo Village, Guam",1487334126900,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mrh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mrh&format=geojson,,,,,reviewed,0,326,us,20008mrh,",us20008mrh,",",us,",",origin,phase-data,",,2.737,0.62,46.0,mb,earthquake,"M 4.6 - 272 km WSW of Merizo Village, Guam",Point,"[142.2854, 12.5062, 141.76]"
3062,Feature,us20008mcg,3.8,"24 km SW of Adak, Alaska",1487333753300,1560871682189,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mcg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mcg&format=geojson,,,,,reviewed,0,222,us,20008mcg,",ak15285126,ak01727l16o2,us20008mcg,",",ak,ak,us,",",associate,origin,phase-data,",,0.202,1.11,190.0,mb,earthquake,"M 3.8 - 24 km SW of Adak, Alaska",Point,"[-176.8983, 51.725, 50.22]"
3063,Feature,us20008mre,4.2,"142 km ESE of Tobi Village, Palau",1487332792900,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mre&format=geojson,,,,,reviewed,0,271,us,20008mre,",us20008mre,",",us,",",origin,phase-data,",,3.316,0.76,147.0,mb,earthquake,"M 4.2 - 142 km ESE of Tobi Village, Palau",Point,"[132.2152, 2.3305, 35]"
3064,Feature,nn00590663,1.4,"18 km W of Walker Lake, Nevada",1487332584802,1530555965637,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590663&format=geojson,,,,,reviewed,0,30,nn,00590663,",nn00590663,",",nn,",",origin,phase-data,",7.0,0.378,0.1916,150.59,ml,earthquake,"M 1.4 - 18 km W of Walker Lake, Nevada",Point,"[-118.9714, 38.6704, 0]"
3065,Feature,nn00590661,1.1,"27 km WSW of Hawthorne, Nevada",1487331528986,1530555965546,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590661&format=geojson,,,,,reviewed,0,19,nn,00590661,",nn00590661,",",nn,",",origin,phase-data,",11.0,0.045,0.1192,156.09,ml,earthquake,"M 1.1 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.896, 38.4009, 8.6]"
3066,Feature,nc72765101,0.44,"5 km WNW of Cobb, California",1487331162050,1487332081547,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765101&format=geojson,,,,,automatic,0,3,nc,72765101,",nc72765101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.007555,0.01,100.0,md,earthquake,"M 0.4 - 5 km WNW of Cobb, California",Point,"[-122.7823334, 38.8341675, 0.79]"
3067,Feature,ak01727kj6fs,1.1,"21 km SSW of South Van Horn, Alaska",1487331110328,1560871681661,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727kj6fs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727kj6fs&format=geojson,,,,,reviewed,0,19,ak,01727kj6fs,",ak15284628,ak01727kj6fs,",",ak,ak,",",associate,origin,phase-data,",,,0.47,,ml,earthquake,"M 1.1 - 21 km SSW of South Van Horn, Alaska",Point,"[-147.9849, 64.6326, 18.8]"
3068,Feature,us20008kez,5.1,"70 km WNW of Abepura, Indonesia",1487330488910,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kez,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kez&format=geojson,4.0,3.1,,,reviewed,0,401,us,20008kez,",us20008kez,",",us,",",dyfi,moment-tensor,origin,phase-data,",,7.772,0.8,12.0,mwb,earthquake,"M 5.1 - 70 km WNW of Abepura, Indonesia",Point,"[140.0153, -2.4436, 15]"
3069,Feature,us20008mrd,4.2,"251 km E of Labasa, Fiji",1487330096640,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mrd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mrd&format=geojson,,,,,reviewed,0,271,us,20008mrd,",us20008mrd,",",us,",",origin,phase-data,",,3.561,0.98,262.0,mb,earthquake,"M 4.2 - 251 km E of Labasa, Fiji",Point,"[-178.3278, -16.8861, 609.48]"
3070,Feature,nc72765096,0.6,"7 km S of Cobb, California",1487330017710,1487403962887,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765096&format=geojson,,,,,reviewed,0,6,nc,72765096,",nc72765096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.004263,0.09,84.0,md,earthquake,"M 0.6 - 7 km S of Cobb, California",Point,"[-122.7245, 38.7573333, 1.28]"
3071,Feature,nn00590660,0.9,"29 km SW of Hawthorne, Nevada",1487329994007,1530555965457,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590660,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590660&format=geojson,,,,,reviewed,0,12,nn,00590660,",nn00590660,",",nn,",",origin,phase-data,",5.0,0.011,0.0775,239.83,ml,earthquake,"M 0.9 - 29 km SW of Hawthorne, Nevada",Point,"[-118.9022, 38.3659, 10.8]"
3072,Feature,nn00578921,-0.5,"14 km N of Sutcliffe, Nevada",1487329906238,1530555963647,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578921&format=geojson,,,,,reviewed,0,0,nn,00578921,",nn00578921,",",nn,",",origin,phase-data,",3.0,0.202,0.0537,144.31,ml,earthquake,"M -0.5 - 14 km N of Sutcliffe, Nevada",Point,"[-119.6328, 40.0819, 15.1]"
3073,Feature,nn00578875,0.1,"45 km ESE of Beatty, Nevada",1487329715321,1530555963010,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578875,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578875&format=geojson,,,,,reviewed,0,0,nn,00578875,",nn00578875,",",nn,",",origin,phase-data,",14.0,0.057,0.1068,75.99,ml,earthquake,"M 0.1 - 45 km ESE of Beatty, Nevada",Point,"[-116.3172, 36.6995, 8.7]"
3074,Feature,nn00578920,-0.3,"11 km WNW of Wadsworth, Nevada",1487329702014,1530555963569,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578920&format=geojson,,,,,reviewed,0,0,nn,00578920,",nn00578920,",",nn,",",origin,phase-data,",3.0,0.059,0.0404,240.77,ml,earthquake,"M -0.3 - 11 km WNW of Wadsworth, Nevada",Point,"[-119.4153, 39.656, 11.4]"
3075,Feature,us20008mrv,4.6,Banda Sea,1487329081110,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mrv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mrv&format=geojson,,,,,reviewed,0,326,us,20008mrv,",us20008mrv,",",us,",",origin,phase-data,",,2.227,1.09,46.0,mb,earthquake,M 4.6 - Banda Sea,Point,"[129.3, -6.9596, 116.38]"
3076,Feature,ci37585303,0.29,"9km NE of Aguanga, CA",1487328804680,1494957759173,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585303&format=geojson,,,,,reviewed,0,1,ci,37585303,",ci37585303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.08581,0.08,139.0,ml,earthquake,"M 0.3 - 9km NE of Aguanga, CA",Point,"[-116.7955, 33.4945, 4.11]"
3077,Feature,nc72765091,0.29,"11 km WSW of Aspen Springs, California",1487328785750,1487350442017,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765091&format=geojson,,,,,reviewed,0,1,nc,72765091,",nc72765091,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.05817,0.03,292.0,md,earthquake,"M 0.3 - 11 km WSW of Aspen Springs, California",Point,"[-118.8378333, 37.5321667, 3.83]"
3078,Feature,uu60185032,0.64,"26 km WSW of Corinne, Utah",1487327537520,1487783453140,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185032&format=geojson,,,,,reviewed,0,6,uu,60185032,",uu60185032,",",uu,",",origin,phase-data,",5.0,0.05186,0.04,155.0,ml,earthquake,"M 0.6 - 26 km WSW of Corinne, Utah",Point,"[-112.396, 41.4425, 4.52]"
3079,Feature,ak01727jx2kk,0.6,"35 km SE of Denali National Park, Alaska",1487327315885,1560871681133,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727jx2kk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727jx2kk&format=geojson,,,,,reviewed,0,6,ak,01727jx2kk,",ak15284622,ak01727jx2kk,",",ak,ak,",",associate,origin,phase-data,",,,0.66,,ml,earthquake,"M 0.6 - 35 km SE of Denali National Park, Alaska",Point,"[-151.146, 63.35, 14.9]"
3080,Feature,uu60185022,1.32,"27 km WSW of Corinne, Utah",1487326610390,1487704088010,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185022&format=geojson,,,,,reviewed,0,27,uu,60185022,",uu60185022,",",uu,",",origin,phase-data,",16.0,0.06128,0.12,99.0,ml,earthquake,"M 1.3 - 27 km WSW of Corinne, Utah",Point,"[-112.4081667, 41.4528333, 2.36]"
3081,Feature,uu60185027,1.39,"18 km WSW of Laketown, Utah",1487326555360,1487783204470,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185027&format=geojson,,,,,reviewed,0,30,uu,60185027,",uu60185027,",",uu,",",origin,phase-data,",10.0,0.154,0.19,130.0,ml,earthquake,"M 1.4 - 18 km WSW of Laketown, Utah",Point,"[-111.526, 41.7581667, 6.4]"
3082,Feature,ak01727jtm6n,2.3,"44 km SSE of Adak, Alaska",1487326343834,1560871680437,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727jtm6n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727jtm6n&format=geojson,,,,,reviewed,0,81,ak,01727jtm6n,",ak15284619,ak01727jtm6n,",",ak,ak,",",associate,origin,phase-data,",,,0.24,,ml,earthquake,"M 2.3 - 44 km SSE of Adak, Alaska",Point,"[-176.3961, 51.4986, 35.6]"
3083,Feature,uu60185017,1.57,"27 km WSW of Corinne, Utah",1487325940500,1487349860910,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185017&format=geojson,,,,,reviewed,0,38,uu,60185017,",uu60185017,",",uu,",",origin,phase-data,",20.0,0.05862,0.16,99.0,ml,earthquake,"M 1.6 - 27 km WSW of Corinne, Utah",Point,"[-112.4075, 41.4501667, 2.01]"
3084,Feature,ak01727jhclk,1.1,"3 km W of Point MacKenzie, Alaska",1487325300883,1560871680007,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727jhclk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727jhclk&format=geojson,,,,,reviewed,0,19,ak,01727jhclk,",ak15380798,ak01727jhclk,",",ak,ak,",",associate,origin,phase-data,",,,0.34,,ml,earthquake,"M 1.1 - 3 km W of Point MacKenzie, Alaska",Point,"[-150.0355, 61.3645, 44.1]"
3085,Feature,mb80199654,1.25,"21 km W of Hebgen Lake Estates, Montana",1487325230110,1487343272310,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80199654,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80199654&format=geojson,,,,,reviewed,0,24,mb,80199654,",mb80199654,",",mb,",",origin,phase-data,",22.0,0.074,0.21,62.0,ml,earthquake,"M 1.3 - 21 km W of Hebgen Lake Estates, Montana",Point,"[-111.4666667, 44.7616667, 14]"
3086,Feature,ci37585295,0.85,"11km E of Villa Park, CA",1487324954280,1494957921224,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585295&format=geojson,,,,,reviewed,0,11,ci,37585295,",ci37585295,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.0779,0.15,67.0,ml,earthquake,"M 0.9 - 11km E of Villa Park, CA",Point,"[-117.696, 33.8336667, 8.49]"
3087,Feature,us20008kes,4.0,"146 km SSE of Atka, Alaska",1487324945110,1560871679438,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kes,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kes&format=geojson,,,,,reviewed,0,246,us,20008kes,",ak15284614,ak01727jg2pw,us20008kes,",",ak,ak,us,",",associate,origin,phase-data,",,2.114,0.87,223.0,mb,earthquake,"M 4.0 - 146 km SSE of Atka, Alaska",Point,"[-173.0977, 51.0694, 45.6]"
3088,Feature,nc72765081,0.98,"22 km NW of Parkfield, California",1487324176130,1487370569626,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765081&format=geojson,,,,,reviewed,0,15,nc,72765081,",nc72765081,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02634,0.05,78.0,md,earthquake,"M 1.0 - 22 km NW of Parkfield, California",Point,"[-120.6093333, 36.0446667, 4.76]"
3089,Feature,us20008mcd,4.0,"110 km SW of Adak, Alaska",1487324082180,1560871678885,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mcd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mcd&format=geojson,,,,,reviewed,0,246,us,20008mcd,",ak15284126,ak01727jcxqb,us20008mcd,",",ak,ak,us,",",associate,origin,phase-data,",,0.732,1.03,180.0,mb,earthquake,"M 4.0 - 110 km SW of Adak, Alaska",Point,"[-177.9575, 51.32, 49.02]"
3090,Feature,ak01727jcifn,0.5,"10 km SE of Denali National Park, Alaska",1487323963719,1560871677395,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727jcifn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727jcifn&format=geojson,,,,,reviewed,0,4,ak,01727jcifn,",ak15284125,ak01727jcifn,",",ak,ak,",",associate,origin,phase-data,",,,0.48,,ml,earthquake,"M 0.5 - 10 km SE of Denali National Park, Alaska",Point,"[-151.5754, 63.4727, 9.3]"
3091,Feature,ak01727jbvsg,2.2,"59 km SSW of Nikolski, Alaska",1487323790243,1560871676593,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727jbvsg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727jbvsg&format=geojson,,,,,reviewed,0,74,ak,01727jbvsg,",ak15284124,ak01727jbvsg,",",ak,ak,",",associate,origin,phase-data,",,,0.46,,ml,earthquake,"M 2.2 - 59 km SSW of Nikolski, Alaska",Point,"[-169.3272, 52.4898, 23.9]"
3092,Feature,ci37585287,0.44,"10km NNW of Anza, CA",1487323108040,1494959091493,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585287&format=geojson,,,,,reviewed,0,3,ci,37585287,",ci37585287,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07032,0.06,97.0,ml,earthquake,"M 0.4 - 10km NNW of Anza, CA",Point,"[-116.6968333, 33.6421667, 13.54]"
3093,Feature,us20008ken,4.7,"5 km NNW of Mabua, Philippines",1487323106310,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008ken,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008ken&format=geojson,2.0,2.7,,,reviewed,0,340,us,20008ken,",us20008ken,",",us,",",dyfi,origin,phase-data,",,2.767,0.79,78.0,mb,earthquake,"M 4.7 - 5 km NNW of Mabua, Philippines",Point,"[125.4215, 9.8504, 10]"
3094,Feature,us20008kem,4.5,"Near the coast of Antofagasta, Chile",1487323071660,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kem,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kem&format=geojson,5.0,3.8,,,reviewed,0,313,us,20008kem,",us20008kem,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.046,1.35,110.0,mwr,earthquake,"M 4.5 - Near the coast of Antofagasta, Chile",Point,"[-70.5764, -23.471, 59.35]"
3095,Feature,ci37585279,1.96,"4km WNW of Cabazon, CA",1487322350910,1494958460585,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585279&format=geojson,,,,,reviewed,0,59,ci,37585279,",ci37585279,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",103.0,0.03736,0.15,16.0,ml,earthquake,"M 2.0 - 4km WNW of Cabazon, CA",Point,"[-116.8215, 33.9345, 6.17]"
3096,Feature,ak01727j6atu,0.6,"41 km SSE of Denali National Park, Alaska",1487322225787,1560871675538,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727j6atu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727j6atu&format=geojson,,,,,reviewed,0,6,ak,01727j6atu,",ak15284626,ak01727j6atu,",",ak,ak,",",associate,origin,phase-data,",,,0.66,,ml,earthquake,"M 0.6 - 41 km SSE of Denali National Park, Alaska",Point,"[-151.3337, 63.216, 16.3]"
3097,Feature,ak01727j67zt,1.7,"49 km W of Nanwalek, Alaska",1487322189052,1560871674450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727j67zt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727j67zt&format=geojson,,,,,reviewed,0,44,ak,01727j67zt,",ak15284123,ak01727j67zt,",",ak,ak,",",associate,origin,phase-data,",,,0.35,,ml,earthquake,"M 1.7 - 49 km W of Nanwalek, Alaska",Point,"[-152.7894, 59.4053, 72]"
3098,Feature,hv61609746,1.77,"32 km ESE of P?hala, Hawaii",1487321309920,1594069313340,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61609746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61609746&format=geojson,,,,,automatic,0,48,hv,61609746,",hv61609746,",",hv,",",origin,phase-data,",34.0,,0.22,219.0,md,earthquake,"M 1.8 - 32 km ESE of P?hala, Hawaii",Point,"[-155.1903381, 19.1100006, 21.001]"
3099,Feature,nc72765071,0.97,"8 km WSW of Cobb, California",1487320775880,1487401922791,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765071&format=geojson,,,,,reviewed,0,14,nc,72765071,",nc72765071,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.009093,0.03,129.0,md,earthquake,"M 1.0 - 8 km WSW of Cobb, California",Point,"[-122.8093333, 38.796, 3.2]"
3100,Feature,nn00578918,1.1,"26 km WSW of Hawthorne, Nevada",1487320754701,1530555965349,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578918,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578918&format=geojson,,,,,reviewed,0,19,nn,00578918,",nn00578918,",",nn,",",origin,phase-data,",14.0,0.071,0.1933,78.09,ml,earthquake,"M 1.1 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.9051, 38.4264, 6.9]"
3101,Feature,ci37585271,1.24,"3km NW of Cabazon, CA",1487319349750,1494959974709,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585271&format=geojson,,,,,reviewed,0,24,ci,37585271,",ci37585271,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",44.0,0.02993,0.2,37.0,ml,earthquake,"M 1.2 - 3km NW of Cabazon, CA",Point,"[-116.8126667, 33.932, 4.9]"
3102,Feature,ak01727imzwb,1.5,"52 km NNE of Yakutat, Alaska",1487319219470,1560871673709,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727imzwb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727imzwb&format=geojson,,,,,reviewed,0,35,ak,01727imzwb,",ak15283638,ak01727imzwb,",",ak,ak,",",associate,origin,phase-data,",,,0.66,,ml,ice quake,"M 1.5 Ice Quake - 52 km NNE of Yakutat, Alaska",Point,"[-139.4044, 59.9881, 0]"
3103,Feature,ak01727ilpyt,1.8,"53 km ESE of Ugashik, Alaska",1487318864217,1560871673029,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ilpyt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ilpyt&format=geojson,,,,,reviewed,0,50,ak,01727ilpyt,",ak15380790,ak01727ilpyt,",",ak,ak,",",associate,origin,phase-data,",,,0.35,,ml,earthquake,"M 1.8 - 53 km ESE of Ugashik, Alaska",Point,"[-156.6357, 57.262, 98.8]"
3104,Feature,ci37585263,0.54,"9km NE of Aguanga, CA",1487318714990,1494959551350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585263&format=geojson,,,,,reviewed,0,4,ci,37585263,",ci37585263,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.08068,0.1,44.0,ml,earthquake,"M 0.5 - 9km NE of Aguanga, CA",Point,"[-116.7895, 33.4973333, 5]"
3105,Feature,ak01727ikgc3,1.6,"24 km W of Skwentna, Alaska",1487318512832,1560871672231,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ikgc3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ikgc3&format=geojson,,,,,reviewed,0,39,ak,01727ikgc3,",ak15283630,ak01727ikgc3,",",ak,ak,",",associate,origin,phase-data,",,,0.42,,ml,earthquake,"M 1.6 - 24 km W of Skwentna, Alaska",Point,"[-151.8609, 62.0018, 102.2]"
3106,Feature,us20008kei,4.3,"Rat Islands, Aleutian Islands, Alaska",1487318442440,1560871671658,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kei,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kei&format=geojson,,,,,reviewed,0,284,us,20008kei,",ak15283627,ak01727ik80s,us20008kei,",",ak,ak,us,",",associate,origin,phase-data,",,0.422,0.69,161.0,mb,earthquake,"M 4.3 - Rat Islands, Aleutian Islands, Alaska",Point,"[178.7391, 51.6124, 102.84]"
3107,Feature,ak01727i9vsd,1.0,"54 km NNW of Venetie, Alaska",1487317940936,1560871671054,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727i9vsd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727i9vsd&format=geojson,,,,,reviewed,0,15,ak,01727i9vsd,",ak15283628,ak01727i9vsd,",",ak,ak,",",associate,origin,phase-data,",,,0.72,,ml,earthquake,"M 1.0 - 54 km NNW of Venetie, Alaska",Point,"[-146.6956, 67.4915, 5.9]"
3108,Feature,ci37585255,0.83,"26km ENE of Pine Valley, CA",1487317737620,1494958795367,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585255&format=geojson,,,,,reviewed,0,11,ci,37585255,",ci37585255,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1303,0.13,128.0,ml,earthquake,"M 0.8 - 26km ENE of Pine Valley, CA",Point,"[-116.2676667, 32.8993333, 10.2]"
